4.1851,0.84088,0.22835,0.62748,0.71681,0.87922
5.1289,0.64376,0.74944,0.66841,0.97155,0.70943
2.605,0.019062,0.58889,0.77237,0.51529,0.82201
2.5867,0.37278,0.23351,0.64764,0.023631,0.41369
1.6147,0.24684,0.97055,0.099789,0.89276,0.49198
2.759,0.3743,0.04307,0.40858,0.56207,0.26344
2.2316,0.34667,0.88196,0.18163,0.45852,0.929
3.7587,0.98692,0.52437,0.21545,0.8551,0.66738
3.9865,0.45065,0.81236,0.83683,0.92245,0.74823
2.9255,0.1439,0.57735,0.16768,0.87539,0.91622
2.6334,0.54887,0.39247,0.44978,0.41783,0.4058
2.571,0.66057,0.48465,0.34781,0.14861,0.25834
0.7167,0.023618,0.9767,0.067597,0.25343,0.47133
3.8639,0.025755,0.88821,0.8365,0.58847,0.66854
3.6351,0.50188,0.43495,0.98518,0.52305,0.35819
2.5608,0.77743,0.77008,0.43826,0.27964,0.093837
2.0381,0.82046,0.37436,0.059622,0.35974,0.24098
0.74752,0.055869,0.91522,0.4825,0.11729,0.16935
2.0775,0.15586,0.53088,0.61147,0.40422,0.36763
3.0801,0.3167,0.61861,0.66176,0.32551,0.69078
2.6688,0.22591,0.5696,0.50765,0.56844,0.48697
5.0729,0.734,0.58534,0.63637,0.86864,0.75779
1.7457,0.23043,0.63888,0.22245,0.5391,0.27974
3.0915,0.94757,0.93044,0.16982,0.9071,0.56762
3.1778,0.80929,0.73006,0.53143,0.85848,0.24011
3.5782,0.59041,0.021105,0.59978,0.40724,0.71466
1.1857,0.11153,0.033366,0.18415,0.31681,0.22375
2.4139,0.8689,0.40881,0.44106,0.59596,0.5247
3.1819,0.52643,0.35592,0.96664,0.74395,0.42233
3.4082,0.48957,0.50834,0.95106,0.89008,0.15003
3.5406,0.18041,0.60771,0.88951,0.93858,0.33266
2.8139,0.49678,0.26253,0.38816,0.5798,0.58322
0.5936,0.2011,0.33806,0.075775,0.27166,0.84395
1.1657,0.001642,0.22584,0.66647,0.17918,0.21733
4.3009,0.66038,0.62607,0.92069,0.30553,0.030018
5.0704,0.53014,0.1914,0.94572,0.79504,0.89258
4.1529,0.86293,0.19787,0.61965,0.63877,0.070063
3.6702,0.42249,0.72811,0.64174,0.53372,0.68779
4.3301,0.94346,0.083159,0.70243,0.1698,0.73042
3.6854,0.65846,0.51551,0.3318,0.91474,0.75268
2.6512,0.41533,0.33114,0.93865,0.93842,0.096145
2.4195,0.027403,0.63024,0.90943,0.34265,0.31154
4.9546,0.80231,0.85838,0.70823,0.56919,0.74201
5.1091,0.96829,0.90764,0.891,0.33769,0.96287
2.339,0.45378,0.61535,0.076926,0.795,0.55124
2.6272,0.7424,0.83248,0.48005,0.14752,0.6503
3.6963,0.18961,0.063689,0.6074,0.49342,0.65111
2.7769,0.77614,0.31656,0.64802,0.23899,0.0069154
2.3063,0.25439,0.59374,0.0026337,0.0081553,0.77953
3.9213,0.45875,0.43704,0.31797,0.69315,0.9346
2.5564,0.40785,0.87679,0.48033,0.14548,0.55955
2.034,0.067845,0.5898,0.97712,0.34184,0.32219
3.5169,0.75203,0.19155,0.75756,0.86252,0.077586
1.6919,0.18531,0.61435,0.063946,0.23038,0.40939
2.5078,0.42193,0.079085,0.21991,0.61252,0.91306
3.9187,0.92312,0.69356,0.92548,0.21906,0.21943
1.8826,0.11237,0.63827,0.22859,0.53517,0.60396
2.6094,0.49763,0.1672,0.35725,0.4256,0.11402
2.6266,0.59726,0.24077,0.14502,0.57339,0.49213
2.2643,0.26213,0.98322,0.56501,0.47718,0.22874
4.1106,0.80296,0.17818,0.17522,0.095076,0.8418
3.5572,0.55727,0.86817,0.24136,0.72203,0.63183
2.4717,0.29523,0.44301,0.11888,0.8697,0.51665
3.7643,0.94186,0.44369,0.50221,0.26631,0.36486
3.735,0.66527,0.61859,0.55408,0.46285,0.61395
1.9671,0.28419,0.65873,0.76946,0.76574,0.28781
1.77,0.040319,0.3991,0.00198,0.95965,0.10405
2.6744,0.014653,0.84801,0.98173,0.48168,0.70358
2.4119,0.074625,0.91057,0.69317,0.60308,0.7187
4.1936,0.97079,0.43893,0.36454,0.17283,0.74353
2.8225,0.73604,0.52633,0.65017,0.51564,0.0063608
4.2646,0.43031,0.68785,0.96914,0.72157,0.30372
4.0595,0.86929,0.44447,0.64603,0.3395,0.86009
3.378,0.98062,0.1399,0.081386,0.39218,0.72819
4.2254,0.90748,0.57588,0.77195,0.41192,0.40713
4.011,0.75268,0.063879,0.69917,0.51206,0.37774
2.5536,0.22995,0.4689,0.42006,0.77223,0.77589
2.5379,0.22233,0.72056,0.78658,0.96086,0.33672
3.2609,0.97066,0.95002,0.26854,0.098446,0.53642
2.0683,0.28186,0.75745,0.6841,0.50978,0.04587
2.0427,0.62345,0.64979,0.183,0.79272,0.60923
2.8605,0.41831,0.9832,0.97921,0.14579,0.18027
4.0955,0.7628,0.43789,0.87261,0.51831,0.34126
3.5085,0.75806,0.32901,0.16267,0.55093,0.98829
2.2998,0.47957,0.62302,0.42156,0.30879,0.56144
2.0887,0.31357,0.050364,0.2186,0.59837,0.49022
2.7853,0.22095,0.42677,0.60891,0.97738,0.77433
2.8788,0.51352,0.4559,0.61272,0.53401,0.13772
2.1066,0.051324,0.69737,0.83765,0.030443,0.24611
1.3061,0.19224,0.81222,0.041041,0.80765,0.71937
3.015,0.2279,0.70917,0.89521,0.56292,0.54734
2.7541,0.30954,0.62092,0.55623,0.49051,0.19549
1.7435,0.98838,0.53112,0.2737,0.29908,0.0037041
3.0352,0.97201,0.1918,0.44075,0.27966,0.36988
2.3754,0.14394,0.36179,0.34614,0.3013,0.98004
3.2898,0.73058,0.70024,0.54498,0.18454,0.86588
1.922,0.36938,0.21922,0.2863,0.64023,0.20062
3.8604,0.85885,0.68101,0.80652,0.64773,0.059988
2.9183,0.83948,0.43677,0.066989,0.32582,0.70348
4.5753,0.93582,0.65623,0.25724,0.72023,0.98135
2.9798,0.56182,0.50502,0.28598,0.41396,0.237
1.8797,0.82227,0.67381,0.10083,0.34117,0.30956
4.2619,0.88146,0.050032,0.56818,0.021139,0.72406
1.6938,0.30774,0.67504,0.24882,0.38361,0.010308
2.5255,0.063318,0.93526,0.74043,0.82576,0.9202
1.8301,0.025723,0.094298,0.052212,0.78172,0.84097
2.8257,0.80696,0.41284,0.16503,0.038884,0.62306
3.2885,0.40015,0.49264,0.25339,0.11386,0.9638
4.5546,0.95467,0.63328,0.71024,0.62614,0.59585
3.5317,0.14013,0.59935,0.7576,0.91001,0.93775
4.8224,0.48289,0.088236,0.85978,0.18772,0.82401
5.3045,0.76137,0.26591,0.80699,0.3179,0.96547
3.1287,0.70127,0.64849,0.35853,0.21394,0.78003
2.0212,0.29237,0.27147,0.66914,0.015481,0.90725
1.7598,0.025304,0.37691,0.40736,0.61527,0.42299
1.0201,0.3446,0.5994,0.052686,0.066743,0.53332
1.9214,0.13056,0.15804,0.0085891,0.99037,0.73238
2.595,0.14112,0.44158,0.63623,0.72837,0.097645
4.6376,0.96641,0.19186,0.38479,0.70115,0.6808
3.6494,0.97597,0.46444,0.5988,0.35727,0.65869
3.5578,0.41648,0.81808,0.92281,0.33121,0.67269
2.9103,0.46895,0.3376,0.86063,0.26238,0.52822
1.3485,0.016433,0.3767,0.55789,0.59753,0.041761
1.5923,0.15105,0.40626,0.5869,0.1921,0.39345
2.706,0.30239,0.99052,0.76017,0.41172,0.11492
1.4555,0.37984,0.36271,0.47688,0.020564,0.064887
3.04,0.44082,0.11865,0.89059,0.54798,0.13211
2.5392,0.42251,0.98121,0.48684,0.29751,0.11143
0.84766,0.32141,0.93619,0.24911,0.67406,0.021948
1.9169,0.062143,0.41814,0.54066,0.45199,0.13302
2.1406,0.16498,0.98483,0.0092637,0.35179,0.49309
4.1915,0.86677,0.22649,0.86775,0.79763,0.012924
2.0511,0.099862,0.49083,0.55947,0.08048,0.13135
3.0464,0.7562,0.26017,0.48318,0.12124,0.77181
3.3237,0.45154,0.29424,0.41937,0.68512,0.21172
2.9756,0.90715,0.0079375,0.2615,0.59908,0.53136
3.278,0.79338,0.61855,0.60211,0.33615,0.39345
3.2781,0.65719,0.86796,0.62752,0.45069,0.026058
4.1542,0.66273,0.10642,0.82813,0.78767,0.57886
3.3386,0.071301,0.18053,0.87576,0.12262,0.84462
3.9002,0.99735,0.23633,0.96211,0.44502,0.056842
4.9973,0.78817,0.68956,0.77646,0.016813,0.86504
3.9656,0.76452,0.71101,0.8118,0.30269,0.11746
1.429,0.04952,0.77671,0.19823,0.70506,0.063105
3.4034,0.57172,0.086065,0.57767,0.056383,0.75519
4.834,0.8863,0.55583,0.77318,0.61128,0.72688
3.4343,0.15431,0.52094,0.70485,0.90163,0.24513
2.7012,0.53249,0.71835,0.46175,0.26737,0.29242
