3.3957,-1.5052,1.088,-0.71777,-1.6156
0.59247,1.4852,0.81222,0.84558,-1.9792
0.84083,1.21,1.9444,-0.7323,-0.10343
1.0889,2.3922,0.068454,-1.0297,-2.3049
2.581,-0.12509,0.40406,-2.0681,0.49731
2.1611,1.1894,-0.16881,5.3721,-2.2404
2.5379,4.4033,-0.83555,0.43715,-2.3975
0.18619,0.57365,-1.733,1.413,-1.1872
2.5303,0.19458,0.48753,-0.92934,-2.1799
-0.55879,-0.42734,0.30119,-1.3551,-1.8853
2.8324,1.3814,-2.2628,-1.0873,-1.7719
2.675,1.0661,0.69183,0.0020701,-1.6514
1.1674,0.29916,-1.1115,3.9325,-1.9993
1.6287,0.53182,-0.73576,-0.56008,0.80231
4.0402,1.5419,-0.79104,-2.5305,-2.1299
3.3288,2.3379,0.72261,-1.0436,-2.4993
3.8102,0.46094,-0.25687,-1.3362,-2.3925
0.44927,1.172,-1.4761,0.14342,-3.4368
0.14164,3.674,-1.6647,0.6735,0.75847
1.4447,-0.63074,0.18354,4.2169,-3.0739
1.4484,-1.5744,-1.4525,-0.86496,-0.084196
1.8575,1.9763,-1.364,0.6443,-2.236
0.24835,-1.064,-0.98191,-2.1671,2.0462
0.034958,1.8969,-1.5521,-1.4811,-1.8434
2.9597,-0.072589,-0.036825,0.51109,-2.2174
3.0342,0.9148,1.4819,-1.0751,-0.58577
2.0315,0.83361,-1.7053,0.47208,-2.4043
2.2893,1.6807,0.17622,-0.44793,-0.58718
-1.2845,1.1299,-1.9712,0.58389,-2.1099
0.92905,2.8234,-1.1769,-0.30188,-1.2078
1.925,-0.7783,3.938,-1.5538,-0.63071
1.7221,1.1156,-0.41204,0.22142,-1.7389
2.5396,1.1382,5.1724,-0.66918,-0.83024
2.6338,1.1953,1.1964,1.28,-2.8566
1.0198,-0.67786,-0.186,-2.1547,-0.98797
2.5147,2.072,1.7995,1.2632,-1.1933
0.17787,-0.327,-1.8286,-0.38745,-1.842
3.7915,-0.023994,0.89574,1.931,-0.44234
0.88571,0.77074,-0.82514,0.39066,-0.19412
3.4829,0.95867,1.5993,-0.97089,-1.1692
