-4.0869,1.1405,-0.2964,-2.3391
-2.6066,0.30972,0.086525,0.051965
0.78219,-0.2591,1.4166,1.4406
-2.3646,0.90675,0.34128,-1.5469
-2.5052,-1.6477,0.40315,-0.94142
-0.91105,-0.34599,1.3177,-0.86481
-0.16285,0.21693,2.0909,0.22664
-2.8932,-0.92952,-0.47745,-1.0581
-1.6627,0.36381,-0.97267,0.50833
-4.417,0.15944,1.9789,-0.75175
-1.4427,1.6532,1.5949,-0.52205
-2.6873,-0.16271,-1.6435,-0.21789
0.11995,-0.37285,-0.0099029,-0.51493
-2.9675,0.91135,0.069844,-0.55488
-2.4084,0.20563,-1.6021,-2.6524
-1.8211,1.2535,1.9285,0.68922
-2.1176,-0.29108,1.1021,-1.5659
-2.7382,-1.4916,0.094036,-1.0283
-0.90468,1.7895,0.34348,-1.4513
-3.1958,-1.6002,-0.453,0.73329
-1.5911,0.33081,-0.59862,-0.72626
0.15677,-1.9874,1.4734,-0.97394
-2.4026,0.24855,0.10363,0.35351
-3.3952,0.48624,-1.0666,-0.53771
-1.986,-1.2,-0.61818,-1.3654
-4.3576,-0.22858,-0.32831,0.48927
-2.8588,-0.23298,0.95511,-2.0435
-3.338,-1.665,0.05241,-0.01952
0.00091367,0.85501,0.81743,0.07168
-2.0968,-0.14757,-0.96016,-0.94493
-2.7775,-1.0141,-0.073096,-1.0932
-0.70492,-0.29732,1.2117,0.54158
-1.3385,-0.94815,1.4172,1.1107
-3.2204,-0.22943,-0.12845,-0.33838
-3.0609,-1.8579,-2.7253,-1.625
-2.4577,0.38026,0.093032,0.31979
-2.2508,0.45596,0.16217,-0.84426
