1.039,-0.47505,-1.6125,1.2728
2.5525,1.4466,-2.5935,1.8137
1.1864,0.87733,-0.99352,0.79853
2.3575,1.5776,-3.6838,0.7955
2.3399,0.81579,-3.9821,-0.63259
0.38926,0.46954,-0.84183,-0.75974
2.0742,0.40033,-3.1747,-1.3723
0.19949,1.8506,-1.0435,-0.57697
-0.12764,1.8531,-0.45936,-0.81546
0.13435,0.97572,-1.9615,0.65202
1.8233,-0.0060226,-2.432,1.0924
0.86473,0.91802,-2.3233,0.9008
0.35094,1.4426,-2.137,0.6902
0.49048,1.0883,-1.8474,0.93746
1.3868,2.0334,-0.88447,0.89782
1.4713,0.60897,-2.6287,-0.02914
1.0631,0.74624,-1.7445,0.3182
0.52304,-0.86265,-1.6184,0.0036363
-0.089289,1.7987,-1.4132,-1.2822
-1.0242,2.2136,-1.7074,1.124
-0.28069,1.6786,-1.0961,1.0574
1.4167,1.0669,-0.97201,-0.77102
0.099922,1.5536,-0.58716,0.06902
2.6692,1.0753,-3.0566,1.1707
0.1879,0.351,-1.921,0.97475
0.39834,0.53169,-2.5642,1.7765
-1.6002,0.098873,-1.3062,-0.4931
2.371,1.0977,-3.361,1.1286
-0.98028,0.19019,-0.20168,-0.85687
1.6492,0.4543,-1.9426,1.581
-0.32843,0.81108,-0.65997,1.5814
-0.91833,1.1932,-0.98251,-0.43392
0.44028,0.040088,-1.7748,1.6891
1.364,1.3439,-2.913,0.87441
-0.59933,0.055893,-1.7943,0.71712
-0.77115,1.3843,-1.4322,0.90501
-0.81534,1.762,-1.8379,0.66227
1.0482,2.8844,-2.6572,1.1228
1.553,0.50325,-2.336,1.7698
0.27451,1.8633,-1.4126,0.56445
1.0941,1.6069,-2.1586,0.006568
0.23996,1.379,-2.1882,0.23354
0.094192,1.0151,-1.3458,-0.040411
