0.23477,0.4275,-0.21234,-1.2517
-1.022,0.90598,-0.87783,-1.7196
-1.5958,0.57949,-0.13127,-1.6913
-0.12789,1.1903,-0.3147,-0.61512
-0.523,0.69713,-1.5681,-1.0417
0.1762,-0.073074,-1.0765,-1.4477
0.38523,0.43886,-0.64978,-0.08171
-0.98421,2.1143,0.76238,-2.1481
-0.40847,1.25,-1.4801,-1.8012
0.304,1.5458,-0.4777,-0.77469
-1.0826,2.0241,0.025436,-1.361
-1.018,1.2956,0.60535,-2.1329
0.16415,1.6491,-0.24887,-1.5716
0.51769,0.96418,-0.89758,-1.0154
-0.14717,-1.2476,-0.35912,-1.5223
0.13965,-0.3486,-1.0648,-2.5248
-0.19127,1.0005,-0.25508,-2.0215
-0.032106,0.18818,-1.7945,-0.8665
-0.21942,1.2002,-0.87372,-1.9803
-1.7357,1.5219,0.43999,-1.3196
0.2523,0.44384,0.18444,-0.85362
0.17272,-0.63578,-0.7042,-1.0024
0.37205,2.0785,-0.84327,-1.0481
0.23427,1.4473,-0.64754,-0.26943
-0.056269,0.43049,-0.35809,-2.233
-1.0915,1.9575,-0.29492,-1.6414
-1.5636,0.51891,0.02901,-1.7252
-0.99769,0.61255,-0.91528,-1.2192
0.34231,-0.99952,-1.156,-1.1428
-0.057399,-0.16691,-1.0998,-2.4821
-0.6139,-0.10625,0.32037,-1.7356
0.14683,0.098736,-0.083366,-1.6506
-1.3803,-0.025135,-0.64235,-3.1625
-0.42179,0.029782,-1.6381,-2.2892
-0.47175,-0.69835,-0.31582,-1.1912
-0.47548,-0.069246,-1.0395,-2.3242
-1.4607,0.14016,-0.5314,-1.9432
-0.30779,-1.2019,-0.25906,0.022937
