-2.7322,-2.0467,1.3999,1.1607
-1.249,-1.1171,1.546,1.9931
-3.7817,-0.50124,0.23685,1.0712
-1.8451,0.76192,1.7056,1.7033
-2.3334,-0.82703,2.0581,1.8929
-0.69353,0.93407,1.5985,1.87
-2.3287,-1.5616,1.7118,0.97946
-3.0975,2.0578,-0.20869,0.65195
-2.4202,0.53921,1.3148,1.3949
-0.45606,2.2463,1.8645,0.96677
-1.5593,0.67583,1.8442,1.6236
-0.4583,2.1547,1.6305,1.5909
-3.3989,-0.71293,1.5149,0.86673
-2.077,0.24481,1.2292,1.2866
-2.4545,-1.1918,0.77192,0.91305
-1.903,-1.6,1.7623,1.1163
-1.2749,-0.57059,2.2797,1.0309
-1.895,-0.42901,1.8426,1.0319
-1.4113,1.9817,1.6575,1.6791
-1.0655,-0.44792,2.6464,1.9725
-2.6621,-1.8017,2.0157,1.7354
-1.4338,-0.44569,1.9383,2.0086
-1.8648,0.78936,1.6007,1.2541
-1.9693,-0.16536,1.1011,1.7548
-1.0489,1.9051,1.0481,1.4194
-1.9048,1.2924,1.7106,1.0604
-1.6715,-1.0454,1.6941,1.5309
-0.53367,0.13763,2.0208,1.0717
-1.2724,-1.6076,1.7225,1.3019
-2.0568,0.21433,0.62852,0.95579
-2.3469,-2.1052,1.3205,2.0304
-1.326,1.3882,1.1998,1.1753
-2.322,2.1489,-0.055928,1.0799
-0.76898,0.15318,2.9295,2.2182
-0.86177,-0.78638,1.9848,0.73897
-2.8026,-0.49032,2.1134,0.18523
