-2.9258,2.8671,-0.4866,2.1049,1.834
0.13285,1.6834,2.5682,1.2644,0.58793
-0.92243,1.819,1.5233,1.0256,2.3149
0.13127,0.54174,1.1878,1.1321,0.59332
-1.3699,1.0255,0.38295,1.9953,1.552
-3.8947,1.6929,-1.2697,2.5188,0.23747
1.0819,1.1979,2.1672,0.13948,1.7373
-3.3819,1.7729,-0.63176,2.6931,1.4285
-0.18214,1.581,-1.2493,2.4853,1.3421
-2.0998,2.2012,0.59643,2.0204,2.4092
-1.4817,1.7238,3.541,0.76939,3.0378
-1.2414,1.6661,2.9628,0.036818,2.0937
-3.4547,3.5285,-0.18442,0.88531,2.8365
-4.6876,2.7267,0.71026,2.8411,1.5668
-3.6206,1.7046,1.833,2.1142,0.099311
-5.2571,2.305,0.97134,2.6413,0.55267
-1.1207,2.3748,-0.63026,0.73338,2.7799
-2.7244,2.2991,1.0863,1.6994,1.2559
-1.7184,1.5409,2.5157,1.3533,1.0879
-4.5134,2.9736,1.3041,2.1599,2.5205
-4.2269,1.6766,1.8298,1.3566,1.9648
-0.97691,0.73368,0.98171,1.5493,2.2415
-3.9256,1.5464,1.5806,1.5626,1.3246
-1.8565,2.3291,3.2611,1.324,2.0299
-3.8551,2.7497,3.3701,0.95796,1.6483
-0.94685,1.0749,1.0677,2.0377,2.3184
-1.5972,1.2884,1.0638,1.4508,1.9472
1.1399,-0.36604,-1.9403,1.3364,1.8044
0.71562,1.2723,3.5764,-0.43057,1.3708
-0.62408,1.6922,1.5095,1.4672,1.3536
-1.7255,1.1229,1.5845,1.3095,0.56146
0.3999,1.1678,0.7083,0.25164,1.1191
-1.8269,0.9571,2.5511,1.1816,-0.038021
-2.0519,1.9688,2.1565,0.53226,2.2004
-1.339,1.9306,1.8109,0.48611,1.9701
-1.1768,0.65263,1.5214,1.3318,0.77919
-3.4974,2.3494,-0.46454,2.2561,1.4757
-2.9215,0.72235,1.5615,0.84551,2.0083
