3.0403,0.98675,0.13727,0.14537,0.5691
2.4534,0.19539,0.77444,0.58624,0.13526
3.8683,0.38113,0.81089,0.07636,0.89091
2.5882,0.81167,0.20363,0.24761,0.582
2.8239,0.33417,0.88957,0.024001,0.24329
2.5284,0.37458,0.35037,0.012304,0.84306
0.52301,0.48179,0.076665,0.73128,0.1036
0.99087,0.0096006,0.024804,0.57825,0.51538
2.1059,0.61747,0.016799,0.53068,0.44344
3.3417,0.85206,0.055576,0.39078,0.61853
2.7729,0.40381,0.24904,0.14448,0.86259
3.5819,0.44731,0.51878,0.48348,0.7972
2.6429,0.14721,0.85189,0.74548,0.29764
3.6078,0.68906,0.59798,0.82398,0.25206
3.1036,0.95497,0.47584,0.47991,0.013639
3.6736,0.81914,0.5842,0.019745,0.28434
4.0958,0.96412,0.99624,0.23505,0.3886
3.0784,0.51412,0.10267,0.93149,0.87969
2.5698,0.29189,0.24198,0.27953,0.80983
6.0224,0.71969,0.81332,0.70068,0.98702
5.6465,0.92734,0.72582,0.42005,0.91037
1.6137,0.50015,0.054871,0.28136,0.36004
4.5612,0.63068,0.76285,0.27321,0.77205
3.5369,0.54759,0.2863,0.93535,0.90728
2.6423,0.71123,0.50369,0.308,0.2964
3.1315,0.68517,0.20074,0.097416,0.7962
2.021,0.13942,0.81893,0.10439,0.4898
3.9395,0.72305,0.99466,0.32318,0.088787
3.2079,0.6106,0.82179,0.45673,0.43781
3.8451,0.67977,0.58313,0.53634,0.5685
3.6812,0.52815,0.8955,0.44454,0.57051
3.6241,0.036712,0.71958,0.89264,0.97664
4.2858,0.84699,0.66334,0.96216,0.17492
2.0863,0.47145,0.16728,0.27628,0.18057
1.7973,0.22456,0.39327,0.74778,0.15649
1.8473,0.027393,0.54012,0.21057,0.30493
2.5404,0.10265,0.67153,0.5062,0.32219
2.8597,0.083588,0.76868,0.48522,0.84042
3.1574,0.68219,0.28192,0.53951,0.26323
3.3413,0.54842,0.99295,0.15486,0.93512
5.239,0.53224,0.97845,0.90008,0.98413
2.6538,0.21356,0.88379,0.25368,0.41918
3.5641,0.57177,0.88004,0.93928,0.071233
4.848,0.98748,0.66927,0.17828,0.77405
1.5866,0.29104,0.68031,0.011519,0.39059
1.5036,0.854,0.082704,0.16084,0.053037
2.4797,0.18303,0.61859,0.037758,0.53824
2.6585,0.50342,0.14769,0.18373,0.51845
3.9955,0.63038,0.91591,0.3238,0.20365
1.6998,0.087468,0.80425,0.52543,0.056496
2.5483,0.86635,0.0049184,0.16467,0.2677
5.2306,0.82319,0.74353,0.95647,0.91927
1.7422,0.055019,0.0040183,0.52048,0.8423
4.8785,0.85162,0.85957,0.76992,0.51758
3.4215,0.86185,0.39366,0.10467,0.75721
2.5665,0.6002,0.021553,0.063264,0.99816
1.8841,0.494,0.25016,0.12543,0.61929
3.2813,0.58842,0.61399,0.99456,0.48018
0.81398,0.083556,0.13779,0.76392,0.25722
1.4741,0.33544,0.44513,0.0095085,0.11173
4.2899,0.89533,0.78918,0.88258,0.30917
3.1716,0.046607,0.82411,0.67047,0.11391
2.2994,0.26283,0.44718,0.81817,0.4722
4.311,0.69884,0.86984,0.46985,0.70178
3.1743,0.32139,0.20616,0.86733,0.9323
3.4286,0.59408,0.14101,0.34368,0.93409
2.6581,0.78685,0.11219,0.55972,0.49644
4.0698,0.84569,0.61155,0.6806,0.27895
2.1466,0.31316,0.36155,0.78104,0.29387
3.8464,0.92768,0.64297,0.50494,0.72326
2.2344,0.59182,0.032466,0.83872,0.059898
1.9052,0.5298,0.57149,0.80497,0.19751
2.9721,0.21977,0.80343,0.88605,0.54054
2.5514,0.2548,0.42545,0.19061,0.49904
2.7951,0.55538,0.82652,0.073893,0.56516
2.3413,0.49778,0.34485,0.53868,0.080732
1.4564,0.09357,0.075885,0.69964,0.032318
2.4423,0.41136,0.45535,0.014621,0.59424
2.1439,0.66714,0.068694,0.45413,0.70485
1.6506,0.23786,0.4074,0.24469,0.52607
4.0926,0.20528,0.91972,0.85921,0.93777
4.0165,0.6692,0.3857,0.30495,0.97395
3.2559,0.82397,0.043739,0.05691,0.89306
2.1577,0.10226,0.66418,0.046409,0.52787
1.3302,0.0055141,0.48386,0.16287,0.4807
2.9411,0.095006,0.77195,0.94632,0.22156
2.5425,0.26326,0.34767,0.49958,0.34244
3.2052,0.37043,0.77415,0.83236,0.65034
3.7826,0.90309,0.58056,0.45589,0.22565
2.6632,0.027637,0.63872,0.77637,0.59477
3.7438,0.99987,0.83872,0.20818,0.45339
3.0284,0.36602,0.56436,0.13859,0.71374
4.5186,0.76595,0.84179,0.36728,0.71439
2.8879,0.40417,0.5481,0.62145,0.068696
3.1412,0.88205,0.54384,0.74439,0.46071
3.7185,0.74253,0.92072,0.046877,0.35164
1.9122,0.27495,0.068507,0.93514,0.47344
4.1713,0.92388,0.1336,0.72657,0.96116
3.8103,0.7581,0.24272,0.96956,0.74186
4.1121,0.80476,0.91422,0.51906,0.075403
2.8366,0.3333,0.46551,0.092692,0.51713
1.7792,0.073881,0.49888,0.3945,0.28063
1.2131,0.32209,0.03798,0.019721,0.41754
3.9051,0.0029306,0.88079,0.34189,0.89955
4.7007,0.88804,0.41797,0.66351,0.66621
1.8324,0.3596,0.23364,0.954,0.096916
1.8041,0.14868,0.46998,0.16517,0.04769
4.1272,0.39812,0.61621,0.33301,0.83899
1.4045,0.14796,0.47109,0.026117,0.48723
3.7177,0.06169,0.63981,0.82501,0.95001
1.2053,0.0015842,0.16983,0.31797,0.10904
3.5676,0.59431,0.45182,0.52267,0.58629
2.3465,0.12014,0.36728,0.47611,0.25884
3.1133,0.022605,0.91819,0.77994,0.39269
4.4917,0.58437,0.5676,0.45412,0.95156
2.2473,0.44828,0.10102,0.63148,0.72739
4.3706,0.91895,0.5651,0.8205,0.80817
2.0083,0.34116,0.32525,0.42933,0.4289
2.0874,0.020955,0.80999,0.74859,0.50441
3.1012,0.29482,0.71798,0.55616,0.82192
5.0166,0.36167,0.8233,0.63634,0.85087
3.9117,0.78711,0.32791,0.40713,0.82812
1.8824,0.11405,0.28502,0.97298,0.88779
2.9328,0.35242,0.9433,0.46572,0.084859
3.0393,0.1753,0.43124,0.23146,0.64471
2.9309,0.82086,0.33384,0.11874,0.70577
3.9597,0.86449,0.23435,0.68753,0.90044
4.4362,0.91052,0.6573,0.42416,0.79557
3.1708,0.72266,0.81435,0.0020321,0.41002
2.3295,0.55315,0.37543,0.5721,0.17787
4.8849,0.39258,0.9517,0.13705,0.59147
4.2915,0.58944,0.66842,0.65937,0.48635
2.4162,0.34425,0.32063,0.1617,0.56373
1.0388,0.44573,0.036157,0.73134,0.27622
3.5992,0.32812,0.75901,0.58511,0.86395
4.8469,0.95359,0.95106,0.014334,0.60362
4.326,0.97528,0.53508,0.374,0.63086
3.1668,0.36322,0.95682,0.78975,0.15633
2.6881,0.21306,0.63483,0.39646,0.27424
4.0693,0.60191,0.58776,0.44602,0.93657
3.5432,0.9046,0.54524,0.35136,0.54806
3.81,0.8567,0.14545,0.92059,0.97166
1.868,0.081742,0.42502,0.7121,0.32617
2.6323,0.21565,0.64494,0.60028,0.028771
1.025,0.091931,0.10102,0.86322,0.16464
