-1.7106,0.49598,-0.75194,1.2042
-1.3777,-1.6485,-0.52229,-2.0849
-2.8219,0.72622,-0.054227,-2.4566
-1.944,0.18606,-1.5238,-0.66771
-2.0077,-0.61573,0.53255,0.33523
-0.26487,-0.42522,-0.67748,-0.57521
0.834,-0.4276,-2.1759,-0.88036
-0.19576,0.33507,-2.9118,-1.3642
-1.909,0.40059,-0.23925,-1.6724
-0.45491,0.082182,-0.59272,-0.32443
-3.5211,0.64649,-1.0108,1.8367
-2.2275,-0.12723,-3.2508,-2.8436
-1.4954,-1.1285,-1.2707,-3.6794
-0.7717,-0.11756,0.1059,-1.453
-2.0168,-1.5851,-1.4229,-4.6217
0.60344,-0.6144,-0.56457,-1.9371
-0.87611,-0.30408,-0.25573,-0.31253
-0.77505,-0.16066,-0.69591,2.1489
-0.24676,-0.47875,-0.98325,-2.8823
-2.0329,0.15308,-1.0205,-1.4933
-3.0575,-0.14772,-1.7991,-1.8633
-2.7642,-0.59969,-1.6935,-0.52296
-1.3868,-0.61312,-3.4459,1.4069
-2.7018,0.22118,-1.7482,0.078265
-1.9297,-0.63903,-0.5878,-1.5796
-4.3116,1.0253,-1.406,1.0199
-2.537,-1.2876,0.035349,-0.75377
-0.76534,-1.2484,-2.1594,-1.7733
-0.11312,-0.056477,-0.3017,0.96973
-1.2724,-0.82419,-0.65925,-0.72599
-1.6377,-0.29751,0.60259,-0.49611
-1.9906,0.29857,0.52384,-2.4498
-0.10068,-0.55614,-1.6967,-1.1107
-1.4139,-0.024749,0.80759,-0.87581
-0.39971,-0.58777,-1.9015,-1.4377
-1.342,0.10311,0.32579,-1.9124
-1.8196,-1.3721,-2.371,-0.61446
-2.0936,-0.37532,-3.4723,1.531
-1.1824,-0.69726,-1.5562,0.20353
-2.5155,-1.2205,-0.48128,-2.1573
-0.74956,-1.9241,-0.5081,-0.42338
-1.1039,-0.81512,-1.5843,-2.1423
