0.54502,0.30817,-0.61965,1.7384
3.162,1.5943,0.077274,-0.57922
0.54201,4.3521,1.0233,0.61406
3.0083,3.128,0.14775,-0.13372
2.0338,2.4398,1.054,0.27676
1.5402,3.5957,0.024455,-1.5516
-0.0013483,2.2877,-0.65125,0.026409
1.8974,1.1579,-0.013348,1.2539
2.3991,0.065905,1.1891,1.6457
0.90536,3.2018,1.9271,1.016
0.18152,0.98305,0.85372,2.3831
1.2739,1.1861,0.90128,0.118
1.2849,2.6231,0.03073,0.99249
3.0816,1.1704,-1.6555,0.55467
-0.56175,3.3766,1.3641,0.57832
0.59719,3.8769,0.34141,-1.2644
1.9426,1.6803,-0.96286,0.028165
1.5464,-0.61456,-0.21603,0.49675
1.183,3.4204,0.42519,0.87818
2.5607,1.9211,-1.0986,0.45154
0.37839,2.5491,2.4844,2.3586
1.4582,-0.27943,-0.60226,2.5186
0.86343,2.2743,-0.21809,-1.7181
1.6817,0.82885,1.2064,-0.11722
-0.042544,4.3528,0.020136,0.1099
1.4907,3.075,-1.7088,-0.21078
1.7039,0.2807,0.93018,0.32545
1.0763,0.05855,0.65963,1.5964
1.3149,3.035,1.1266,2.9125
0.56254,1.7004,-0.13925,1.1425
1.7313,2.3248,-0.069652,0.40442
1.6593,2.8899,-1.1969,-0.42552
-2.157,0.69855,2.313,2.7392
0.83313,3.0021,0.61617,0.07703
1.3485,0.39744,-0.5787,0.11649
0.47696,2.0561,-0.69422,0.25795
