-0.063189,-1.5819,-1.1528,0.024749
-2.0038,-0.6435,-0.79027,-0.34582
-0.46944,-1.2726,-0.045654,1.083
-0.21343,-0.70178,-2.8685,0.78578
-1.0663,-0.33362,0.017073,-1.3903
-1.4664,-1.5282,-1.5099,0.49445
-1.3475,-1.2518,-0.12442,-1.1343
-1.1848,-0.19278,0.20406,-0.454
-0.54221,-0.64478,-0.081079,-0.60153
-0.64779,-2.1407,-1.1283,0.88392
-1.879,-0.35644,0.016391,0.31307
-0.14418,-0.87933,-2.4288,2.1538
-1.6484,-2.1861,1.0059,0.036204
-1.8207,-0.68573,-1.8594,1.0006
-2.6826,1.3491,0.23735,-0.38208
-2.56,-0.055393,-1.0506,1.1876
-1.2485,-2.309,-2.1424,1.0193
-0.071559,-1.5651,-0.066878,0.7063
0.32632,-0.56776,-0.96557,-0.21293
-1.1846,-1.5414,-1.5902,1.7146
0.57677,0.63244,-1.826,0.13825
-0.8709,-0.30219,-0.87732,-0.19
1.0369,1.3685,1.2149,-0.10059
-0.81909,-0.66116,-0.5924,0.061242
0.68506,0.16389,-0.048412,-1.2686
0.13076,-0.97075,-1.2035,1.4091
0.38763,-1.8419,-2.0881,-0.91909
-0.40086,-1.902,-0.63248,-0.14933
-0.62611,-0.88942,0.88855,1.4688
-1.1305,-3.1856,-1.5269,2.3185
-0.60575,-0.94087,-0.95852,0.23954
3.0721,-0.46701,-0.5048,0.9106
-3.2145,-1.7049,0.94893,0.11575
-1.6397,-1.6849,0.55222,-0.29832
0.067526,-1.0805,-2.2755,1.7983
0.04165,-2.01,-0.12811,1.5706
-1.076,-1.5272,-0.49585,1.2369
1.0535,-0.48268,-0.45467,0.35564
0.26423,-1.1393,-0.64794,0.084261
0.35789,0.25644,-1.7267,-0.3866
0.99499,0.63,0.042589,0.26628
